,Text,Label
785,will you do everything with me?       ,5
786,i'm shawn       ,4
787,i like you       ,1
788,"lol, thanks are real sweet       ",1
789,so are you a virgin       ,5
790,lol yeah i can call us now if you want       ,3
791,so you only have 2 pics       ,1
792,5 2       ,2
793,damn or small       ,5
794,but i don't think you could handle me       ,3
795,hehe       ,4
796,i didn't know what was up cause i just called n u were nice then when i tried to chat with you online he said that       ,3
797,"well, i'm here to tell you that it wasn't me       ",4
798,i'm in mira loma       ,2
799,"lol, you drive real fast       ",3
800,we u want  don't matter to me       ,4
801,if i'm a good boy will you do it 2 me       ,3
802,do you want me to lick your pussy?       ,5
803,and ucla       ,4
804,i that you wanted to come over       ,0
805,baby will u be online in 10 min       ,1
806,to get food       ,4
807,perfect circle       ,4
808,i gotta go now baby       ,1
809,will you help me out when i come over?       ,0
810,"hey wats up,,,,,,,,,,,,,",2
811,"hey i gtg. mebbie be on later,,,,,,,,,,,,,",4
812,"whats up with u,,,,,,,,,,,,,",4
813,"what if i tell u 2 take my pants off?,,,,,,,,,,,,,",5
814,"do u have nice feet?,,,,,,,,,,,,,",5
815,"i know but i just want 2 know what u wanna do 2 me thats all,,,,,,,,,,,,,",4
816,"u have some?,,,,,,,,,,,,,",4
817,"i dunno. wat do u want. my ex made me swallow it,,,,,,,,,,,,,",5
818,"u look like u have a very nice pussy,,,,,,,,,,,,,",5
819,"whats ur #?,,,,,,,,,,,,,",2
820,"r u mean like u want to bring me somthin,,,,,,,,,,,,,",4
821,"oh i have a present 4 u alright,,,,,,,,,,,,,",1
822,"4 reals! i never get to go,,,,,,,,,,,,,",4
823,"hey how long can u stay today?,,,,,,,,,,,,,",4
824,"its tan n its a two story,,,,,,,,,,,,,",4
825,"how big is ur bed?,,,,,,,,,,,,,",5
826,"he im goin to get some snacks n stuff. ill call u later,,,,,,,,,,,,,",4
827,"call me,,,,,,,,,,,,,",4
828,"lol i know sumtimes when i dont get online i wonder whos on n stuff like that,,,,,,,,,,,,,",4
829,"IF I CANT TOTE EM, I WONT POKE EM, LOL(oh how witty!!),,,,,,,,,,,",4
830,"GOTA BE PETITE 4 ME,,,,,,,,,,,,,",3
831,"so do u tell em t o get lost and stuff?,,,,,,,,,,,,,",4
832,"GOTA DO WUT YA GOTA DO,,,,,,,,,,,,,",4
833,"I DONT BELIEVE IN IT,,,,,,,,,,,,,",4
834,"and dont rub it in!!! lol,,,,,,,,,,,,,",5
835,"wat is a ruber?,,,,,,,,,,,,,",5
836,"IT SAYS SOMETHING ABOUT ACCOUNT FAILED,,,,,,,,,,,,,",4
837,"JUST UR FACE,,,,,,,,,,,,,",5
838,"well theres no real big body shots i guess,,,,,,,,,,,,,",4
839,"well me with my frineds n stuff,,,,,,,,,,,,,",3
840,"i guess i got a lil big more growin to do,,,,,,,,,,,,,",4
841,"SO WUTS UR MEASUREMENTS NOW,,,,,,,,,,,,,",1
842,"32b,,,,,,,,,,,,,",5
843,"NUTTIN BUT PINK DOWN THERE HUH,,,,,,,,,,,,,",5
844,"I DONT HAVE 7 BALLS,LOL,,,,,,,,,,,,",5
845,"yah sounds rlly big,,,,,,,,,,,,,",4
846,"lol mite be kinda hard to do over the puter,,,,,,,,,,,,,",4
847,"SO ITS COOL,,,,,,,,,,,,,",4
848,"ima lil bit scared tho cauz i hear it hurts,,,,,,,,,,,,,",5
849,"I EAT PUSSY & ASS,,,,,,,,,,,,,",5
850,"guys do that?,,,,,,,,,,,,,",3
851,"wow that sounds kool,,,,,,,,,,,,,",4
852,"but i mite be a lil s hy,,,,,,,,,,,,,",3
853,"7 LICK ALL OVER UR CLIT,,,,,,,,,,,,,",5
854,"WOULD U LIKE 2 FEEL ME INSIDE U?,,,,,,,,,,,,,",5
855,"that way we can get to know each ohter,,,,,,,,,,,,,",3
856,"but i am excited bout it,,,,,,,,,,,,,",3
857,"k i promise do u promise?,,,,,,,,,,,,,",3
858,"specially cauz its gonna be in a room,,,,,,,,,,,,,",4
859,"& UR GONA GET A MANS COCK, NOT A BOYS( this statement makes me want to vomit, but then again, so does the whole chat log.),,,,,,,,,,",5
860,"U HAVE THIN OR THICK PUSSY LIPS,,,,,,,,,,,,,",5
861,"U WILL LUV IT I PROMISE,,,,,,,,,,,,,",5
862,"U LIKE THE TASTE OF CUM?,,,,,,,,,,,,,",5
863,"CUZ IT FELLS SOOOOO GOOD 2 US,,,,,,,,,,,,,",4
864,"after the first time tho rite?,,,,,,,,,,,,,",5
865,"DONE IT IN A BATH TUB & SHOWER,,,,,,,,,,,,,",5
866,"OMG DID HE FUK HER LIKE CRAZY,,,,,,,,,,,,,",5
867,"were u scared?,,,,,,,,,,,,,",3
868,"u only did it once?,,,,,,,,,,,,,",5
869,"BLK GUYS LUV 2 FUK WHITE,,,,,,,,,,,,,",5
870,"well mebbe after the first time,,,,,,,,,,,,,",4
871,"I PROMISE U WILL LUV IT,,,,,,,,,,,,,",3
872,"& THATS NOT HARD 2 DO,,,,,,,,,,,,,",4
873,"THEY WONT ACT STUPID WITH ME THERE,,,,,,,,,,,,,",4
874,"how old was she?,,,,,,,,,,,,,",3
875,"did ur ole gf tell u that?,,,,,,,,,,,,,",3
876,"wat does he look like?,,,,,,,,,,,,,",4
877,"ahh soudns prtty,,,,,,,,,,,,,",4
878,"she is sooo cute tho,,,,,,,,,,,,,",3
879,"I GOTA WEINER, LOL,,,,,,,,,,,,",5
880,"IM SOOOO HORNY,,,,,,,,,,,,,",5
881,"IF I HAD A CAM, ID STROKE IT 4 YA,,,,,,,,,,,,",5
882,"WOOOHOOOO,,,,,,,,,,,,,",4
883,"more i think about it the more excited i get,,,,,,,,,,,,,",4
884,"is that close?,,,,,,,,,,,,,",4
885,"specially if u r gonna come that far,,,,,,,,,,,,,",0
886,"specialy if u r coming that far,,,,,,,,,,,,,",0
887,"CAN FIND SOMEONE EASY THERE,,,,,,,,,,,,,",4
888,"srry mom popped in,,,,,,,,,,,,,",6
889,"wow i guess i rlly dont hafta wrry bout u tellin neone if u live that far away lol,,,,,,,,,,,,,",4
890,"ITS NOT LIKE WE KNOW ANY OF EACH OTHERS FRIENDS,,,,,,,,,,,,,",3
891,"sumtimes when bunches of peeps try to talk its a painm,,,,,,,,,,,,,",3
892,"U WANT IT,,,,,,,,,,,,,",4
893,"i figure by then i will do all the things i wanna do,,,,,,,,,,,,,",3
894,"NO REASON 2 RUSH INTO IT, THATS 4 SURE,,,,,,,,,,,,",1
895,"MAKE SURE U GET THE PERFECT MATCH 4 U,,,,,,,,,,,,,",3
896,"MY LUCK ID GET A ROTEN BUNGEE,,,,,,,,,,,,,",4
897,"THAT LOOKS FUN,,,,,,,,,,,,,",4
898,"i would like htat i think,,,,,,,,,,,,,",4
899,"that would be like gettin snotted on,,,,,,,,,,,,,",4
900,"I USED 2 SEE A LOT OF EM WHEN WE GO FISHING IN THE BAY,,,,,,,,,,,,,",3
901,"WE GET 2 SEE STUFF HERE, THAT PEPS UP NORTH ONLY SEE ON TV,,,,,,,,,,,,",4
902,"u ever get stung by one?,,,,,,,,,,,,,",4
903,"ITS TRUE,,,,,,,,,,,,,",4
904,"SO REMEMBER IF U GO 2 THE BEACH, TAKE A BOTTLE OF WINDEX, JUS IN CASE,,,,,,,,,,,",4
905,"WE SEE SCHOOLS OF STING RAYS IN THE BAY,,,,,,,,,,,,,",4
906,"I DONT DO SMAKES,,,,,,,,,,,,,",5
907,"THEY LUV 2 EAT DOGS 4 SOME REASON,,,,,,,,,,,,,",4
908,"MAKIN ALL THAT NOISE,,,,,,,,,,,,,",4
909,"I HAD 1 IN MY BACK YARD SUMMER B4 LAST,,,,,,,,,,,,,",4
910,"PEACEFUL,,,,,,,,,,,,,",4
911,"i can c u out on ur porch with one of those things up to ur ear,,,,,,,,,,,,,",4
912,"I DONT HAVE MUCH 2 DO WITH EM,,,,,,,,,,,,,",4
913,"gtp brb,,,,,,,,,,,,,",4
914,"THAT I AM,,,,,,,,,,,,,",4
915,"COOL, I LIKE U 2,,,,,,,,,,,,",3
916,"but u would make ur girls feel safe,,,,,,,,,,,,,",3
917,"i pictured u diffeent tho,,,,,,,,,,,,,",3
918,"dont get mad!!,,,,,,,,,,,,,",3
919,"TY SWEETIE,,,,,,,,,,,,,",1
920,"i thought u would be this real skinny guy,,,,,,,,,,,,,",4
921,"im glad we r gonna get to know each other a lil first,,,,,,,,,,,,,",2
922,"i like that,,,,,,,,,,,,,",3
923,"THATS ALL PART OF IT I GUESS,,,,,,,,,,,,,",4
924,"well im sure i would lol,,,,,,,,,,,,,",4
925,"WE'RE GONA HAVE A GREAT TIME,,,,,,,,,,,,,",0
926,"well i hope so,,,,,,,,,,,,,",4
927,"dont want detention,,,,,,,,,,,,,",3
928,"yah it was lol,,,,,,,,,,,,,",4
929,"U HAVE A GOOD DAY?,,,,,,,,,,,,,",4
930,"LOL, HAVENT BEEN HIDIN, JUST HAVENT BEEN ONLINE,,,,,,,,,,,",4
931,"so wat else did u do?,,,,,,,,,,,,,",4
932,"HARD AS A ROCK,,,,,,,,,,,,,",5
933,"i bet u say that to all da girls,,,,,,,,,,,,,",3
934,"ummm decorating contests?,,,,,,,,,,,,,",4
935,"for real?,,,,,,,,,,,,,",4
936,"BLK OVER PEWTER,,,,,,,,,,,,,",4
937,"LUVED IT TIL HIS WIFE GOT PREG,,,,,,,,,,,,,",3
938,"AWWW HELL,,,,,,,,,,,,,",4
939,"so how come u never had none?,,,,,,,,,,,,,",4
940,"u crack me up ;),,,,,,,,,,,,,",4
941,"IF A WOMAN GET PREG, ITS A BIG-DEAL,,,,,,,,,,,,",5
942,"awww thats so romantic,,,,,,,,,,,,,",1
943,"JUST HOW I THINK,,,,,,,,,,,,,",4
944,"YEAH, THEN WE WOULDNT HAVE 2 HIDE WHEN WE MEET,LOL,,,,,,,,,,,",0
945,"BEEN FRIENDS WITH SOME, BUT THATS ABOUT IT,,,,,,,,,,,,",3
946,"wonder if that ever happens,,,,,,,,,,,,,",4
947,"EVEN IF IT WUZ ME?,,,,,,,,,,,,,",1
948,"lol,,,,,,,,,,,,,",4
949,"I DOUBT SHE GOTA STINK,LOL,,,,,,,,,,,,",5
950,"i want new cell phone,,,,,,,,,,,,,",4
951,"i want one with a cam,,,,,,,,,,,,,",5
952,"my butt?!!,,,,,,,,,,,,,",5
953,"girls like it?,,,,,,,,,,,,,",5
954,"WUT U CALL IT?,,,,,,,,,,,,,",4
955,"NEVER RUB UR CLIT,,,,,,,,,,,,,",5
956,"U NEED 2 START THEN,,,,,,,,,,,,,",4
957,"NO REASON 4 THAT,,,,,,,,,,,,,",4
958,"oh it would not,,,,,,,,,,,,,",4
959,"IM ADDICTED 2 PETITE HOTTIES 7 TIGHT PUSSY,,,,,,,,,,,,,",5
960,"and im keepin u away from my mom!,,,,,,,,,,,,,",4
961,"but would move there or we have to move there?,,,,,,,,,,,,,",3
962,"I WOULDNT DO IT IF I COULDNT FUK U EVERY CHANCE I HAD,,,,,,,,,,,,,",5
963,"THATS WUT IM LOOKIN AT,,,,,,,,,,,,,",4
964,"SHE PROLLY FIXED & CANT HAVE ANYMORE,,,,,,,,,,,,,",4
965,"u live alone?,,,,,,,,,,,,,",6
966,"WELL WITH 2 K9'S,,,,,,,,,,,,,",4
967,"& WANT 2 MAKE THIS AN AWESOME EXPERIENCE 4 U,,,,,,,,,,,,,",5
968,"LESS DRAMA,,,,,,,,,,,,,",4
969,"lmao,,,,,,,,,,,,,",4
970,"& THATS LIKE A DEATH SENTENCE,,,,,,,,,,,,,",4
971,"i wouldnt either,,,,,,,,,,,,,",4
972,"BUT, I'LL GO SLOW SO NO WORRIES,,,,,,,,,,,,",4
973,"u ever been with sumeone whose a v irgin before?,,,,,,,,,,,,,",5
974,"& I LIKE 2 WATCH MY COCK SLIDIN IN & OUT,,,,,,,,,,,,,",5
